3.0,104.1806,122.4284,51.5278,0.0,0.0,0.0,0.0664,0.0781,0.5609,0.0,1.0
3.0,104.4704,122.638,51.2021,0.2898,0.2096,-0.3257,0.0657,0.077,0.5638,0.0,1.0
3.0,104.7414,122.8108,50.9271,0.5608,0.3824,-0.6007,0.0651,0.0762,0.5662,0.0,1.0
3.0,104.9889,122.9515,50.697,0.8083,0.5231,-0.8308,0.0652,0.0757,0.5683,0.0,1.0
3.0,105.2189,123.0581,50.5048,1.0383,0.6297,-1.023,0.0614,0.0768,0.5695,0.0,1.0
3.0,105.4542,123.1595,50.3589,1.2736,0.7311,-1.1689,0.0643,0.0765,0.5724,0.0,1.0
3.0,105.6565,123.224,50.2497,1.4759,0.7956,-1.2781,0.06,0.0794,0.5731,0.0,1.0
3.0,105.8318,123.2621,50.168,1.6512,0.8337,-1.3598,0.0565,0.0818,0.5737,0.0,1.0
3.0,105.9908,123.2583,50.1068,1.8102,0.8299,-1.421,0.0472,0.0875,0.5734,0.0,1.0
3.0,106.1404,123.2017,50.0813,1.9598,0.7733,-1.4465,0.0591,0.091,0.5853,0.0,1.0
3.0,106.2693,123.1298,50.1423,2.0887,0.7014,-1.3855,0.0567,0.0966,0.5863,0.0,1.0
3.0,106.3762,123.061,50.2292,2.1956,0.6326,-1.2986,0.0549,0.1003,0.5872,0.0,1.0
3.0,106.4744,122.9964,50.3145,2.2938,0.568,-1.2133,0.0532,0.1024,0.5886,0.0,1.0
3.0,106.5876,122.9444,50.3993,2.407,0.516,-1.1285,0.0539,0.1008,0.5899,0.0,1.0
3.0,106.7063,122.8968,50.4799,2.5257,0.4684,-1.0479,0.0548,0.097,0.5887,0.0,1.0
3.0,106.856,122.8736,50.5635,2.6754,0.4452,-0.9643,0.0689,0.0945,0.5933,0.0,1.0
3.0,107.0281,122.8599,50.647,2.8475,0.4315,-0.8808,0.0756,0.0947,0.5963,0.0,1.0
3.0,107.208,122.8443,50.7311,3.0274,0.4159,-0.7967,0.0766,0.0965,0.5973,0.0,1.0
3.0,107.397,122.8253,50.8132,3.2164,0.3969,-0.7146,0.0734,0.0978,0.5955,0.0,1.0
3.0,107.5882,122.807,50.8917,3.4076,0.3786,-0.6361,0.0717,0.0986,0.5944,0.0,1.0
3.0,107.8026,122.7843,50.9754,3.622,0.3559,-0.5524,0.0687,0.101,0.593,0.0,1.0
3.0,108.0182,122.7594,51.0597,3.8376,0.331,-0.4681,0.0678,0.103,0.5927,0.0,1.0
3.0,108.2206,122.7345,51.1392,4.04,0.3061,-0.3886,0.067,0.1046,0.5924,0.0,1.0
3.0,108.4072,122.7101,51.2126,4.2266,0.2817,-0.3152,0.0664,0.106,0.5922,0.0,1.0
3.0,108.567,122.6876,51.2791,4.3864,0.2592,-0.2487,0.0665,0.1079,0.592,0.0,1.0
3.0,108.688,122.6702,51.3338,4.5074,0.2418,-0.194,0.0683,0.1102,0.5926,0.0,1.0
3.0,108.783,122.6564,51.3796,4.6024,0.228,-0.1482,0.0684,0.1121,0.5926,0.0,1.0
3.0,108.8533,122.6471,51.4165,4.6727,0.2187,-0.1113,0.069,0.1144,0.5926,0.0,1.0
3.0,108.9018,122.6411,51.444,4.7212,0.2127,-0.0838,0.0701,0.1166,0.593,0.0,1.0
3.0,108.9352,122.6378,51.4649,4.7546,0.2094,-0.0629,0.0717,0.1195,0.5937,0.0,1.0
3.0,108.9572,122.6382,51.482,4.7766,0.2098,-0.0458,0.0808,0.1204,0.5942,0.0,1.0
3.0,108.9742,122.6399,51.4967,4.7936,0.2115,-0.0311,0.0881,0.1206,0.5947,0.0,1.0
3.0,108.9874,122.6421,51.509,4.8068,0.2137,-0.0188,0.0914,0.1216,0.5946,0.0,1.0
3.0,108.9984,122.6447,51.5205,4.8178,0.2163,-0.0073,0.0961,0.1225,0.5936,0.0,1.0
3.0,109.0088,122.6481,51.5323,4.8282,0.2197,0.0045,0.0993,0.1233,0.5924,0.0,1.0
3.0,109.0179,122.6518,51.5451,4.8373,0.2234,0.0173,0.1062,0.1263,0.5956,0.0,1.0
3.0,109.0279,122.6587,51.5621,4.8473,0.2303,0.0343,0.1134,0.1269,0.5961,0.0,1.0
3.0,109.0385,122.6669,51.5822,4.8579,0.2385,0.0544,0.1101,0.1294,0.5963,0.0,1.0
3.0,109.0489,122.6767,51.6063,4.8683,0.2483,0.0785,0.1084,0.1316,0.5974,0.0,1.0
3.0,109.0573,122.6889,51.6356,4.8767,0.2605,0.1078,0.1063,0.1345,0.5978,0.0,1.0
3.0,109.0612,122.7048,51.6718,4.8806,0.2764,0.144,0.1023,0.1373,0.5971,0.0,1.0
3.0,109.054,122.7256,51.7164,4.8734,0.2972,0.1886,0.1032,0.1407,0.5984,0.0,1.0
3.0,109.0287,122.7533,51.7678,4.8481,0.3249,0.24,0.1055,0.1414,0.5998,0.0,1.0
3.0,108.9727,122.7895,51.8282,4.7921,0.3611,0.3004,0.1068,0.1434,0.6014,0.0,1.0
3.0,108.8724,122.8409,51.8982,4.6918,0.4125,0.3704,0.1086,0.143,0.6018,0.0,1.0
3.0,108.7014,122.9181,51.9811,4.5208,0.4897,0.4533,0.1147,0.1401,0.6029,0.0,1.0
3.0,108.3741,123.0377,52.0928,4.1935,0.6093,0.565,0.119,0.1412,0.6025,0.0,1.0
3.0,107.9633,123.1712,52.2095,3.7827,0.7428,0.6817,0.1294,0.1385,0.6038,0.0,1.0
3.0,107.3485,123.331,52.3772,3.1679,0.9026,0.8494,0.1394,0.1375,0.6095,0.0,1.0
3.0,106.5816,123.5212,52.58,2.401,1.0928,1.0522,0.1527,0.132,0.6149,0.0,1.0
3.0,105.6378,123.7443,52.793,1.4572,1.3159,1.2652,0.1568,0.1265,0.6132,0.0,1.0
3.0,104.4231,123.9772,53.074,0.2425,1.5488,1.5462,0.1638,0.1268,0.6192,0.0,1.0
3.0,102.8374,124.1962,53.431,-1.3432,1.7678,1.9032,0.1685,0.1295,0.6256,0.0,1.0
3.0,101.0052,124.4187,53.844,-3.1754,1.9903,2.3162,0.1716,0.125,0.6294,0.0,1.0
3.0,98.9325,124.6489,54.283,-5.2481,2.2205,2.7552,0.175,0.1217,0.6333,0.0,1.0
3.0,96.3294,124.7998,54.9214,-7.8512,2.3714,3.3936,0.1931,0.1127,0.6444,0.0,1.0
3.0,93.1879,124.9544,55.7334,-10.9927,2.526,4.2056,0.217,0.1003,0.6539,0.0,1.0
3.0,89.6476,125.1013,56.6558,-14.533,2.6729,5.128,0.2407,0.0889,0.6636,0.0,1.0
